"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Discovering Group/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"22604","SN 2017hcc","00:03:50.590","-11:28:28.60","SN IIn","0.0173","","","ATLAS, GaiaAlerts, Pan-STARRS1","ASAS-SN","ATLAS; GaiaAlerts; Pan-STARRS1","ATLAS17lsn","ATLAS1 - ACAM1, Gaia - Gaia-photometric, PS1 - GPC1","FTS - FLOYDS-S","1","1","","17.444","orange-ATLAS","2017-10-02 09:04:19","ATLAS_Bot1","",""
"22421","SN 2017gvb","08:04:42.380","+61:31:38.53","SN IIn","0.030344","","","ATLAS, GaiaAlerts, DLT40","NUTS","ATLAS; DLT40; GaiaAlerts","ATLAS17ldj","ATLAS1 - ACAM1, Gaia - Gaia-photometric, Other - Other","NOT - ALFOSC","1","1","","17.79","orange-ATLAS","2017-09-18 14:54:14","ATLAS_Bot1","",""
"22313","SN 2017gra","03:17:31.690","-35:09:07.49","SN IIn","0.0658","","","GaiaAlerts","ASAS-SN","GaiaAlerts","Gaia17cha","Gaia - Gaia-photometric","LCO-duPont - WFCCD","1","1","","17.28","G-Gaia","2017-09-07 11:42:43","Gaia_Bot1","",""
"22041","SN 2017gir","01:39:44.860","-23:15:17.17","SN IIn","0.164","","","ATLAS, Pan-STARRS1, GaiaAlerts","ePESSTO","ATLAS; GaiaAlerts; Pan-STARRS1","ATLAS17jsb","ATLAS1 - ACAM1, PS1 - GPC1, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","18.27","orange-ATLAS","2017-08-14 14:19:40","ATLAS_Bot1","",""
"22020","SN 2017ghw","23:57:34.754","+02:05:11.18","SN IIn","0.076","","","SkyMapper","ePESSTO","SkyMapper","SMT17srp","SkyMapper - SM-WFCam","ESO-NTT - EFOSC2-NTT","1","1","","18.62","r-SM-SkyMapper","2017-08-25 16:09:07","smt_bot","",""
"21993","SN 2017ggv","22:54:28.720","-13:31:51.02","SN IIn","0.025","2MASX J22542882-1331524 ","","PTSS, GaiaAlerts, Pan-STARRS1","ePESSTO","GaiaAlerts; Pan-STARRS1; PTSS","PTSS-17uqh","CNEOST - STA1600, Gaia - Gaia-photometric, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","17.3","i-Sloan","2017-08-22 16:32:31","Li","",""
"21834","SN 2017gas","20:17:11.360","+58:12:08.10","SN IIn","0.01","2MASX J20171114+5812094","","ASAS-SN, GaiaAlerts, Pan-STARRS1","DAO_OTS, ASAS-SN","ASAS-SN; GaiaAlerts; Pan-STARRS1","ASASSN-17kr","ASASSN-1 - Brutus, Gaia - Gaia-photometric, PS1 - GPC1","Plaskett - Plaskett, P200 - DBSP","1","1","","16.9","V-Johnson","2017-08-10 09:36:00","Stanek","",""
"21191","SN 2017fck","05:19:54.370","-56:11:08.48","SN IIn","0.09442","","","GaiaAlerts","None","GaiaAlerts","Gaia17bro","Gaia - Gaia-photometric","SOAR - Goodman","1","1","","16.48","G-Gaia","2017-07-02 13:03:21","Gaia_Bot1","",""
"21150","SN 2017fav","14:32:06.157","+21:49:58.69","SN IIn","0.046","","","ATLAS","None","ATLAS","ATLAS17hrf","ATLAS1 - ACAM1","Lick-3m - KAST","1","1","","18.42","orange-ATLAS","2017-06-28 08:18:14","ATLAS_Bot1","",""
"20799","SN 2017eni","03:05:10.780","-45:33:03.49","SN IIn","0.08165","","","GaiaAlerts","None","GaiaAlerts","Gaia17blw","Gaia - Gaia-photometric","SOAR - Goodman","1","1","","17.71","G-Gaia","2017-06-05 00:46:04","Gaia_Bot1","",""
"20363","SN 2017dwq","09:03:32.491","-21:20:02.99","SN IIn","0.018","2MASX J09033237-2120017","0.018199","ASAS-SN, ATLAS","NUTS","ASAS-SN; ATLAS","ASASSN-17fy","ASASSN-2 - Cassius, ATLAS1 - ACAM1","NOT - ALFOSC","1","1","","16.9","V-Johnson","2017-05-04 00:57:36","Stanek","",""
"20024","SN 2017djq","13:11:33.070","-19:09:22.75","SN IIn","0.068","","","ATLAS, GaiaAlerts, Pan-STARRS1","ePESSTO","ATLAS; GaiaAlerts; Pan-STARRS1","ATLAS17eyv","ATLAS1 - ACAM1, Gaia - Gaia-photometric, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","18.67","cyan-ATLAS","2017-04-28 10:17:45","ATLAS_Bot1","",""
"19519","SN 2017cqg","13:27:55.318","-13:24:46.53","SN IIn","0.023","","","Pan-STARRS1","ePESSTO","Pan-STARRS1","PS17byz","PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","19.45","w-PS1","2017-03-28 11:58:33","PS1_Bot1","",""
"19315","SN 2017cin","16:14:00.660","+26:54:58.54","SN IIn","0.033","","","ATLAS, GaiaAlerts","PESSTO","ATLAS; GaiaAlerts","ATLAS17czh","ATLAS1 - ACAM1, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","18.34","orange-ATLAS","2017-03-17 14:24:00","ATLAS_Bot1","",""
"19312","SN 2017cik","07:54:13.060","+21:47:35.84","SN IIn","0.016","","","ATLAS, GaiaAlerts, Pan-STARRS1","ePESSTO","ATLAS; GaiaAlerts; Pan-STARRS1","ATLAS17czi","ATLAS1 - ACAM1, Gaia - Gaia-photometric, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","18.64","orange-ATLAS","2017-03-17 08:09:36","ATLAS_Bot1","",""
"19079","SN 2017bzm","13:15:04.159","-24:48:05.48","SN IIn","0.045","","","ATLAS","PESSTO","ATLAS","ATLAS17bnl","ATLAS1 - ACAM1","ESO-NTT - EFOSC2-NTT","1","1","","17.56","orange-ATLAS","2017-03-07 13:26:24","ATLAS_Bot1","",""
"18533","SN 2017ben","09:18:48.420","-12:15:32.51","SN IIn","0.036","","","ATLAS, Pan-STARRS1, GaiaAlerts","PESSTO","ATLAS; GaiaAlerts; Pan-STARRS1","ATLAS17bdx","ATLAS1 - ACAM1, PS1 - GPC1, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","18.41","orange-ATLAS","2017-02-15 10:52:19","ATLAS_Bot1","",""
"18467","SN 2017bca","10:53:24.682","+28:51:27.19","SN IIn","0.217","","","Pan-STARRS1","PESSTO","Pan-STARRS1","PS17beo","PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","19.51","i-Sloan","2017-02-18 07:23:31","PS1_Bot1","",""
"18464","SN 2017bbx","09:16:27.704","+03:35:25.29","SN IIn","0.104","","","Pan-STARRS1","PESSTO","Pan-STARRS1","PS17bcv","PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","19.9","i-Sloan","2017-02-18 06:57:36","PS1_Bot1","",""
"17011","SN 2016jgr","23:42:37.085","-45:41:24.72","SN IIn","0.0768","GALEXASC J234236.73-454123.7","","ASAS-SN","ASAS-SN","ASAS-SN","ASASSN-16pp","ASASSN-2 - Cassius","LCO-duPont - WFCCD","1","1","","17.3","V-Johnson","2016-12-31 01:55:12","Stanek","",""
"16279","SN 2016ieq","21:22:25.190","-11:56:54.82","SN IIn","0.066","","","GaiaAlerts, Pan-STARRS1","None","GaiaAlerts; Pan-STARRS1","Gaia16buy","Gaia - Gaia-photometric, PS1 - GPC1","NOT - ALFOSC","1","1","","17.95","G-Gaia","2016-11-14 10:20:38","Gaia_Bot1","",""
"16248","SN 2016idl","10:06:29.110","+22:26:44.27","SN IIn","0.058","","","GaiaAlerts","ASAS-SN","GaiaAlerts","Gaia16bug","Gaia - Gaia-photometric","MDM-2.4 - OSMOS","1","1","","16.84","G-Gaia","2016-11-13 07:04:48","Gaia_Bot1","",""
"16159","SN 2016iaf","05:47:04.831","-25:46:13.83","SN IIn","0.063","","","ATLAS, Pan-STARRS1","PESSTO","ATLAS; Pan-STARRS1","ATLAS16dvt","ATLAS1 - ACAM1, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","18.88","cyan-ATLAS","2016-10-30 13:40:47","ATLAS_Bot1","",""
"15636","SN 2016hgf","04:51:45.970","+44:36:03.06","SN IIn","0.017179","","","GaiaAlerts","PTSS","GaiaAlerts","Gaia16bnq","Gaia - Gaia-photometric","BAO-2.16m - Cassegrain","1","1","","17.84","G-Gaia","2016-10-16 08:55:40","Gaia_Bot1","",""
"13905","SN 2016eso","04:59:30.056","-28:51:39.24","SN IIn","0.017","ESO 422- G 019","0.016064","ASAS-SN, Pan-STARRS1","PESSTO","ASAS-SN; Pan-STARRS1","ASASSN-16in","ASASSN-2 - Cassius, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","17","V-Johnson","2016-08-08 09:50:24","Stanek","",""
"13533","SN 2016eei","03:04:19.700","-57:35:01.90","SN IIn","0.06","","","GaiaAlerts","ePESSTO","GaiaAlerts","Gaia16ate","Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","18.14","G-Gaia","2016-06-17 22:22:04","Gaia_Bot1","",""
"12702","SN 2016cyj","12:06:57.600","+27:18:04.10","SN IIn","0.056","SDSS J120657.56+271806.0","0.05598","ASAS-SN, GaiaAlerts","NUTS","ASAS-SN; GaiaAlerts","ASASSN-16gn","ASASSN-1 - Brutus, Gaia - Gaia-photometric","","1","1","","17.2","V-Johnson","2016-06-26 06:14:24","Holoien","",""
"12701","SN 2016cyi","22:16:58.390","+46:44:07.28","SN IIn","0.043","ZOAG G097.31-08.31","","PTSS","PTSS","PTSS","PTSS-16jik","CNEOST - STA1600","BAO-2.16m - Phot-spec","1","1","","17.1","r-Sloan","2016-06-25 19:22:43","Li","",""
"11699","SN 2016bly","17:22:48.900","+14:00:59.88","SN IIn","0.019","2MASX J17224883+1400584","","PTSS","PTSS","PTSS","PTSS-16cuh","CNEOST - STA1600","Lijiang-2.4m - YFOSC","1","1","","18.2","r-Sloan","2016-04-09 18:42:58","Li","",""
"11487","SN 2016bdu","13:10:13.951","+32:31:14.07","SN IIn","0.017","","","Pan-STARRS1","NUTS","Pan-STARRS1","PS16bdu","PS1 - GPC1","NOT - ALFOSC","1","1","","20.8707","r-Sloan","2016-02-28 14:52:45","Young","",""
"11150","SN 2016aqv","15:03:50.664","+48:22:50.02","SN IIn","0.0261","SDSS J150350.43+482250.7","0.026","None","None","","PTSS-16A","Other - Other","Lijiang-2.4m - YFOSC","1","1","","17.3","r-Sloan","2016-02-24 20:09:36","Wang","",""
"10939","SN 2016aiy","13:08:25.400","-41:58:50.30","SN IIn","0.01","ESO 323-G084","","ASAS-SN","PESSTO","ASAS-SN","ASASSN-16bw","ASASSN-2 - Cassius","ESO-NTT - EFOSC2-NTT","1","1","","16.9","V-Johnson","2016-02-17 08:52:48","Holoien","",""
"10846","SN 2016afj","10:22:09.218","+15:28:19.32","SN IIn","0.081","","","Pan-STARRS1","PESSTO","Pan-STARRS1","PS16ago","PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","19.7956","w-PS1","2016-02-09 13:02:05","Young","",""
"10021","SN 2016S","10:17:07.040","+15:48:35.90","SN IIn","0.094","SDSS J101706.74+154837.2","","Pan-STARRS1","None","Pan-STARRS1","PS16ij","PS1 - GPC1","SOAR - Goodman","1","1","","19.6706","w-PS1","2016-01-08 11:22:33","Wright","",""
"42090","SN 2015da","13:52:24.110","+39:41:28.60","SN IIn","0.006669","NGC 5337","","None","None","","PSN J13522411+3941286","Other - Other","Other - Other","1","1","2019-08-29","16.9","Clear-","2015-01-09 21:21:36","Tartaglia","",""
"6568","SN 2015bh","09:09:35.059","+33:07:22.12","SN IIn","","NGC 2770","","","","","","","","0","1","","19.1","","2015-02-07 00:00:00","","[Discoverer=Howerton, Drake et al. (Catalina Real-time Transient Survey); DiscoveryRef=CBET 4229; PositionRef=CBET 4229; Orig Type=IIn]",""
"6566","SN 2015bf","23:24:49.030","+15:16:52.00","SN IIn","","NGC 7653","","","","","","","","0","1","","17.3","","2015-12-12 00:00:00","","[Discoverer=Itagaki; DiscoveryRef=CBET 4219; PositionRef=CBET 4219; Orig Type=IIn]",""
"6565","SN 2015Z","15:04:40.781","+12:37:43.61","SN IIn","","NGC 5837        ","","","","","","","","0","1","","17.5","","2015-06-16 00:00:00","","[Discoverer=Arbour; DiscoveryRef=CBET 4171; PositionRef=CBET 4171; Orig Type=IIn]",""
"6549","SN 2015J","07:35:05.179","-69:07:53.11","SN IIn","","Anon.           ","","","","","","","","0","1","","19.3","","2015-04-27 00:00:00","","[Discoverer=Scalzo, Childress et al.; DiscoveryRef=CBET 4115; PositionRef=CBET 4115; Orig Type=IIn]",""
"16559","SN 2014es","09:20:46.910","-08:03:34.00","SN IIn","0.0196","MCG -1-24-12 ","0.019644","None","TNTS","TNTS","","Other - Other","BAO-2.16m - Phot-spec","1","1","","16","Clear-","2014-11-20 10:48:00","Wang","",""
"6483","SN 2014ee","07:59:11.779","+32:54:39.89","SN IIn","","UGC 4132        ","","","","","","","","0","1","","17.3","","2014-11-12 00:00:00","","[Discoverer=Kroes, Newton, Post, Pattishall, Puckett; DiscoveryRef=CBET 4058; PositionRef=CBET 4058; Orig Type=IIn]",""
"6420","SN 2014bw","16:55:44.770","+26:15:28.58","SN IIn","","Anon.           ","","","","","","","","0","1","","16.9","","2014-06-10 00:00:00","","[Discoverer=Ciabattari, Mazzoni, Rossi; DiscoveryRef=CBET 3913; PositionRef=CBET 3913; Orig Type=IIn]",""
"6372","SN 2014ab","13:48:05.990","+07:23:16.40","SN IIn","","Anon.           ","","","","","","","","0","1","","16.4","","2014-03-09 00:00:00","","[Discoverer=Howerton, Drake eet al. (Catalina Real-time Transient Survey); DiscoveryRef=CBET 3826; PositionRef=CBET 3826; Orig Type=IIn]",""
"6507","SN 2014Y","07:23:33.391","+54:26:30.19","SN IIn","","Anon.           ","","","","","","","","0","1","","18.3","","2014-03-02 00:00:00","","[Discoverer=Zhang, Wang, Mo (THU-NAOC Transient Survey); DiscoveryRef=CBET 3821; PositionRef=CBET 3821; Orig Type=IIn]",""
"6502","SN 2014T","14:36:04.980","+02:20:34.19","SN IIn","","Anon.           ","","","","","","","","0","1","","18.7","","2014-02-22 00:00:00","","[Discoverer=Tanaka et al. (Kiso Supernova Survey); DiscoveryRef=CBET 3815; PositionRef=CBET 3815; Orig Type=IIn]",""
"6498","SN 2014P","10:54:04.001","-45:48:43.60","SN IIn","","ESO 264-G49     ","","","","","","","","0","1","","17.8","","2014-02-02 00:00:00","","[Discoverer=Parker; DiscoveryRef=CBET 3805; PositionRef=CBET 3805; Orig Type=IIn]",""
"6489","SN 2014G","10:54:34.130","+54:17:56.90","SN IIn","","NGC 3448        ","","","","","","","","0","1","","15.6","","2014-01-14 00:00:00","","[Discoverer=Itagaki; Wiggins; DiscoveryRef=CBET 3787; PositionRef=CBET 3787; Orig Type=IIn]",""
"6327","SN 2013ha","06:15:49.850","+66:50:19.39","SN IIn","","MCG +11-8-25    ","","","","","","","","0","1","","17","","2013-11-06 00:00:00","","[Discoverer=Gagliano, Newton, Puckett; DiscoveryRef=CBET 3745; PositionRef=CBET 3745; Orig Type=IIn]",""
"6302","SN 2013gc","08:07:11.880","-28:03:26.32","SN IIn","","ESO 430-20      ","","","","","","","","0","1","","16.7","","2013-11-07 00:00:00","","[Discoverer=Antezana, Pignata et al.; DiscoveryRef=CBET 3699; PositionRef=CBET 3699; Orig Type=IIn]",""
"6291","SN 2013fs","23:19:44.671","+10:11:04.49","SN IIn","","NGC 7610        ","","","","","","","","0","1","","16.5","","2013-10-07 00:00:00","","[Discoverer=Itagaki; DiscoveryRef=CBET 3671; PositionRef=CBET 3671; Orig Type=IIn?]",""
"6290","SN 2013fr","04:08:02.350","+23:17:39.41","SN IIn","","MCG +04-10-24   ","","","","","","","","0","1","","16.2","","2013-09-28 00:00:00","","[Discoverer=Howerton, Drake et al. (Catalina Real-time Transient Survey); DiscoveryRef=CBET 3666; PositionRef=CBET 3666; Orig Type=IIn]",""
"6275","SN 2013fc","02:45:08.959","-55:44:27.31","SN IIn","","ESO 154-10      ","","","","","","","","0","1","","15.4","","2013-08-20 00:00:00","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 3644; PositionRef=CBET 3644; Orig Type=IIn]",""
"6244","SN 2013dz","02:58:24.401","+36:17:03.52","SN IIn","","Anon.           ","","","","","","","","0","1","","16.2","","2013-07-11 00:00:00","","[Discoverer=Dhungana et al. (ROTSE); DiscoveryRef=CBET 3589; PositionRef=CBET 3589; Orig Type=IIn]",""
"6241","SN 2013dw","16:13:58.841","+42:41:58.99","SN IIn","","Anon.           ","","","","","","","","0","1","","18.8","","2013-07-02 00:00:00","","[Discoverer=Zhou, Wang, Zhang (THU-NAOC Transient Survey); DiscoveryRef=CBET 3585; PositionRef=CBET 3585; Orig Type=IIn]",""
"6232","SN 2013dn","23:37:45.739","+14:42:37.12","SN IIn","","Anon.           ","","","","","","","","0","1","","16.2","","2013-06-14 00:00:00","","[Discoverer=Drake et al. (Catalina Real-time Transient Survey); DiscoveryRef=CBET 3570; PositionRef=CBET 3570; Orig Type=IIn]",""
"6201","SN 2013cj","17:04:52.951","+12:55:10.42","SN IIn","","UGC 10685       ","","","","","","","","0","1","","18.1","","2013-05-09 00:00:00","","[Discoverer=Jin, Gao (Xingming Sky Survey); DiscoveryRef=CBET 3520; PositionRef=CBET 3520; Orig Type=IIn]",""
"6366","SN 2013W","10:06:34.020","+14:25:57.79","SN IIn","","UGC 5448        ","","","","","","","","0","1","","18","","2013-01-06 00:00:00","","[Discoverer=Gagliano, Newton, Puckett; DiscoveryRef=CBET 3412; PositionRef=CBET 3412; Orig Type=IIn]",""
"6355","SN 2013L","11:45:29.551","-50:35:53.09","SN IIn","","ESO 216-39      ","","","","","","","","0","1","","15.6","","2013-01-22 00:00:00","","[Discoverer=Monard; DiscoveryRef=CBET 3392; PositionRef=CBET 3392; Orig Type=IIn]",""
"6091","SN 2012hk","10:41:15.341","+37:33:21.82","SN IIn","","Anon.           ","","","","","","","","0","1","","16.7","","2012-11-20 00:00:00","","[Discoverer=Balanutsa (MASTER); DiscoveryRef=CBET 3334; PositionRef=CBET 3334; Orig Type=IIn]",""
"6042","SN 2012fp","03:32:43.200","-27:10:33.31","SN IIn","","Anon.           ","","","","","","","","0","1","","23.2","","2012-10-07 00:00:00","","[Discoverer=Cappellaro et al.; DiscoveryRef=CBET 3274; PositionRef=CBET 3274; Orig Type=IIn]",""
"5971","SN 2012cz","15:57:46.361","+16:22:27.41","SN IIn","","Anon.           ","","","","","","","","0","1","","18.9","","2012-05-25 00:00:00","","[Discoverer=Howerton, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3151; PositionRef=CBET 3151; Orig Type=IIn]",""
"5962","SN 2012cq","09:08:05.460","+20:30:12.49","SN IIn","","UGC 4792        ","","","","","","","","0","1","","18.2","","2012-05-13 00:00:00","","[Discoverer=Morokuma et al. (Kiso Supernova Survey); DiscoveryRef=CBET 3139; PositionRef=CBET 3139; Orig Type=IIn]",""
"5946","SN 2012ca","18:41:07.250","-41:47:38.40","SN IIn","","ESO 336-9       ","","","","","","","","0","1","","14.8","","2012-04-25 00:00:00","","[Discoverer=Parker; DiscoveryRef=CBET 3101; PositionRef=CBET 3101; Orig Type=IIn]",""
"5935","SN 2012bq","10:16:38.650","-06:46:36.19","SN IIn","","Anon.           ","","","","","","","","0","1","","17.6","","2012-03-30 00:00:00","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3084; PositionRef=CBET 3084; Orig Type=IIn]",""
"5910","SN 2012as","15:25:08.520","+37:57:49.39","SN IIn","","UGC 9842        ","","","","","","","","0","1","","17.9","","2012-02-17 00:00:00","","[Discoverer=Jin, Gao; DiscoveryRef=CBET 3044; PositionRef=CBET 3044; Orig Type=IIn]",""
"5904","SN 2012am","10:54:01.670","+46:01:38.89","SN IIn","","UGC 6015        ","","","","","","","","0","1","","17.6","","2012-02-24 00:00:00","","[Discoverer=Orff, Newton, Puckett; DiscoveryRef=CBET 3034; PositionRef=CBET 3034; Orig Type=IIn]",""
"5903","SN 2012al","10:06:11.609","+47:17:40.60","SN IIn","","Anon.           ","","","","","","","","0","1","","18.1","","2012-02-24 00:00:00","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3033; PositionRef=CBET 3033; Orig Type=IIn]",""
"5893","SN 2012ab","12:22:47.599","+05:36:24.98","SN IIn","","Anon.           ","","","","","","","","0","1","","15.8","","2012-01-31 00:00:00","","[Discoverer=Vinko et al. (ROTSE); DiscoveryRef=CBET 3022; PositionRef=CBET 3022; Orig Type=IIn]",""
"6136","SN 2012Y","04:50:27.830","-03:29:24.50","SN IIn","","Anon.           ","","","","","","","","0","1","","18.2","","2012-01-26 00:00:00","","[Discoverer=Howerton, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 3013; PositionRef=CBET 3013; Orig Type=IIn]",""
"5839","SN 2011jc","03:38:34.390","+22:32:59.50","SN IIn","","Anon.           ","","","","","","","","0","1","","18.9","","2011-11-30 00:00:00","","[Discoverer=Drake et al. (Mount Lemmon Survey); DiscoveryRef=CBET 2948; PositionRef=CBET 2948; Orig Type=IIn]",""
"5838","SN 2011jb","11:37:04.800","+15:28:14.20","SN IIn","","Anon.           ","","","","","","","","0","1","","17.8","","2011-11-28 00:00:00","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2947; PositionRef=CBET 2947; Orig Type=IIn]",""
"5832","SN 2011iw","23:34:48.199","+24:45:01.58","SN IIn","","Anon.           ","","","","","","","","0","1","","16.9","","2011-11-29 00:00:00","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2941; PositionRef=CBET 2941; Orig Type=IIn]",""
"5811","SN 2011ib","11:44:39.269","+35:58:03.90","SN IIn","","UGC 6716        ","","","","","","","","0","1","","16.8","","2011-11-15 00:00:00","","[Discoverer=Shumkov (MASTER); DiscoveryRef=CBET 2911; PositionRef=CBET 2911; Orig Type=IIn]",""
"5805","SN 2011hw","22:26:14.539","+34:12:59.11","SN IIn","","Anon.           ","","","","","","","","0","1","","15.7","","2011-11-18 00:00:00","","[Discoverer=Mikuz; DiscoveryRef=CBET 2906; PositionRef=CBET 2906; Orig Type=IIn]",""
"5802","SN 2011ht","10:08:10.589","+51:50:57.01","SN IIn","","UGC 5460        ","","","","","","","","0","1","","17","","2011-09-29 00:00:00","","[Discoverer=Boles; DiscoveryRef=CBET 2851; PositionRef=CBET 2851; Orig Type=IIn]",""
"5752","SN 2011fx","00:17:59.561","+24:33:46.01","SN IIn","0.019","Anon.           ","","","DAO_OTS","","","","Plaskett - Plaskett","0","1","","17.6","","2011-08-30 00:00:00","","[Discoverer=Ciabattari, Mazzoni; DiscoveryRef=CBET 2830; PositionRef=CBET 2830; Orig Type=IIn  ]",""
"5746","SN 2011fr","01:29:45.799","+18:53:07.19","SN IIn","","Anon.           ","","","","","","","","0","1","","18.8","","2011-09-01 00:00:00","","[Discoverer=Zheng et al. (ROTSE); DiscoveryRef=CBET 2824; PositionRef=CBET 2824; Orig Type=IIn  ]",""
"5736","SN 2011fh","12:56:14.009","-29:29:54.82","SN IIn","","NGC 4806        ","","","","","","","","0","1","","14.5","","2011-08-24 00:00:00","","[Discoverer=Monard; DiscoveryRef=CBET 2799; PositionRef=CBET 2799; Orig Type=IIn  ]",""
