"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Discovering Group/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"5726","SN 2011ey","13:19:19.121","-04:51:05.90","SN IIn","","Anon.           ","","","","","","","","0","1","","18.4","","2011-06-23 00:00:00","","[Discoverer=Drake et al. (Catalina Real Time Transient Survey); DiscoveryRef=CBET 2787; PositionRef=CBET 2787; Orig Type=IIn  ]",""
"5722","SN 2011eu","14:09:15.290","-01:10:54.70","SN IIn","","Anon.           ","","","","","","","","0","1","","18.5","","2011-06-06 00:00:00","","[Discoverer=Drake et al. (Catalina Real Time Transient Survey); DiscoveryRef=CBET 2787; PositionRef=CBET 2787; Orig Type=IIn  ]",""
"5670","SN 2011cw","14:47:39.550","+51:41:04.70","SN IIn","","Anon.           ","","","","","","","","0","1","","18.3","","2011-05-01 00:00:00","","[Discoverer=Drake et al. (Catalina Real-Time Transient Survey); DiscoveryRef=CBET 2733; PositionRef=CBET 2733; Orig Type=IIn  ]",""
"5663","SN 2011cp","07:52:32.609","+21:53:29.69","SN IIn","","Anon.           ","","","","","","","","0","1","","19.5","","2011-04-26 00:00:00","","[Discoverer=Drake et al. (Catalina Real-Time Transient Survey); DiscoveryRef=CBET 2733; PositionRef=CBET 2733; Orig Type=IIn  ]",""
"5650","SN 2011cc","16:33:49.440","+39:15:48.71","SN IIn","","IC 4612         ","","","","","","","","0","1","","17.7","","2011-03-17 00:00:00","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2712; PositionRef=CBET 2712; Orig Type=IIn  ]",""
"5609","SN 2011ap","18:10:28.411","+31:00:34.31","SN IIn","","IC 1277         ","","","","","","","","0","1","","18.3","","2011-02-21 00:00:00","","[Discoverer=Itagaki; DiscoveryRef=CBET 2670; PositionRef=CBET 2670; Orig Type=IIn  ]",""
"5607","SN 2011an","07:59:24.420","+16:25:08.18","SN IIn","","UGC 4139        ","","","","","","","","0","1","","18.4","","2011-03-01 00:00:00","","[Discoverer=Howerton, Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2668; PositionRef=CBET 2668; Orig Type=IIn  ]",""
"5599","SN 2011af","02:25:54.360","+10:23:11.11","SN IIn","","Anon.           ","","","","","","","","0","1","","16.7","","2011-01-11 00:00:00","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2659; PositionRef=CBET 2659; Orig Type=IIn  ]",""
"5883","SN 2011S","09:13:54.050","-17:00:39.31","SN IIn","","Anon.           ","","","","","","","","0","1","","17.6","","2011-01-14 00:00:00","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2645; PositionRef=CBET 2645; Orig Type=IIn  ]",""
"5880","SN 2011P","02:25:44.801","+16:12:56.02","SN IIn","","Anon.           ","","","","","","","","0","1","","18.6","","2011-01-05 00:00:00","","[Discoverer=Drake et al. (Mt. Lemmon Survey); DiscoveryRef=CBET 2645; PositionRef=CBET 2645; Orig Type=IIn  ]",""
"5593","SN 2011A","13:01:01.190","-14:31:34.79","SN IIn","","NGC 4902        ","","","","","","","","0","1","","16.9","","2011-01-02 00:00:00","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2623; PositionRef=CBET 2623; Orig Type=IIn  ]",""
"5578","SN 2010mc","17:21:30.679","+48:07:47.39","SN IIn","","Anon.","","","","","","","","0","1","","20.2","","2010-08-20 00:00:00","","[Discoverer=Ofek (&quot;Palomar Transient Factory&quot; collaboration); DiscoveryRef=CBET 3313; PositionRef=CBET 3313; Orig Type=IIn]",""
"5572","SN 2010lx","04:44:44.570","-22:12:19.12","SN IIn","","Anon.           ","","","","","","","","0","1","","18.7","","2010-11-03 00:00:00","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2645; PositionRef=CBET 2645; Orig Type=IIn  ]",""
"5523","SN 2010kb","08:20:47.410","+35:53:37.50","SN IIn","","Anon.           ","","","","","","","","0","1","","18.1","","2010-11-10 00:00:00","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2551; PositionRef=CBET 2551; Orig Type=IIn  ]",""
"5519","SN 2010jy","23:09:43.579","+05:41:56.18","SN IIn","","Anon.           ","","","","","","","","0","1","","16.5","","2010-10-30 00:00:00","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2551; PositionRef=CBET 2551; Orig Type=IIn  ]",""
"5513","SN 2010js","08:16:49.639","+60:29:46.00","SN IIn","","UGC 4294        ","","","","","","","","0","1","","18.1","","2010-11-07 00:00:00","","[Discoverer=Boles; DiscoveryRef=CBET 2546; PositionRef=CBET 2546; Orig Type=IIn  ]",""
"5510","SN 2010jp","06:16:30.629","-21:24:36.29","SN IIn","","Anon.           ","","","","","","","","0","1","","17.2","","2010-11-11 00:00:00","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2544; PositionRef=CBET 2544; Orig Type=IIn  ]",""
"5506","SN 2010jl","09:42:53.330","+09:29:41.78","SN IIn","","UGC 5189A       ","","","","","","","","0","1","","13.5","","2010-11-03 00:00:00","","[Discoverer=Newton, Puckett; DiscoveryRef=CBET 2532; PositionRef=CBET 2532; Orig Type=IIn  ]",""
"5505","SN 2010jk","01:12:35.630","+15:28:28.49","SN IIn","","Anon.           ","","","","","","","","0","1","","20.2","","2010-10-31 00:00:00","","[Discoverer=Sarneczky, Kuli; DiscoveryRef=CBET 2534; PositionRef=CBET 2534; Orig Type=IIn? ]",""
"5504","SN 2010jj","02:06:52.229","+44:34:17.51","SN IIn","","NGC 812         ","","","","","","","","0","1","","17","","2010-11-03 00:00:00","","[Discoverer=Rich; DiscoveryRef=CBET 2530; PositionRef=CBET 2530; Orig Type=IIn  ]",""
"5444","SN 2010hd","22:41:51.840","-46:05:45.38","SN IIn","","ESO 290-1       ","","","","","","","","0","1","","17.6","","2010-08-07 00:00:00","","[Discoverer=Drake et al. (Siding Spring Survey); DiscoveryRef=CBET 2429; PositionRef=CBET 2429; Orig Type=IIn  ]",""
"5298","SN 2010bt","12:48:20.220","-34:57:16.49","SN IIn","","NGC 7130        ","","","","","","","","0","1","","15.8","","2010-04-17 00:00:00","","[Discoverer=Monard; DiscoveryRef=CBET 2250; PositionRef=CBET 2250; Orig Type=IIn  ]",""
"5295","SN 2010bq","16:46:55.409","+34:09:35.39","SN IIn","","UGC 10547       ","","","","","","","","0","1","","17.2","","2010-04-14 00:00:00","","[Discoverer=Duszanowicz; Briggs, Newton, Puckett; DiscoveryRef=CBET 2241; PositionRef=CBET 2241; Orig Type=IIn  ]",""
"5263","SN 2010al","08:14:15.910","+18:26:18.20","SN IIn","","UGC 4286        ","","","","","","","","0","1","","17.8","","2010-03-13 00:00:00","","[Discoverer=Rich; DiscoveryRef=CBET 2207; PositionRef=CBET 2207; Orig Type=IIn  ]",""
"5575","SN 2010M","03:21:37.589","+26:36:50.29","SN IIn","","Anon.           ","","","","","","","","0","1","","18.8","","2010-01-13 00:00:00","","[Discoverer=Prieto, Drake et al. (CRTS); DiscoveryRef=CBET 2131; PositionRef=CBET 2131; Orig Type=IIn  ]",""
"5235","SN 2009nw","10:40:10.860","+22:37:35.51","SN IIn","","Anon.           ","","","","","","","","0","1","","19.4","","2009-12-18 00:00:00","","[Discoverer=Prieto, Drake et al. (CRTS); DiscoveryRef=CBET 2131; PositionRef=CBET 2131; Orig Type=IIn  ]",""
"5226","SN 2009nn","12:33:56.419","+13:55:09.01","SN IIn","","Anon.           ","","","","","","","","0","1","","17.3","","2009-12-05 00:00:00","","[Discoverer=Zheng, Yuan et al. (ROTSE); DiscoveryRef=CBET 2107; PositionRef=CBET 2107; Orig Type=IIn  ]",""
"5225","SN 2009nm","10:05:24.540","+51:16:38.71","SN IIn","","Anon.           ","","","","","","","","0","1","","18.8","","2009-11-20 00:00:00","","[Discoverer=Christensen, Drake et al. (CRTS); DiscoveryRef=CBET 2106; PositionRef=CBET 2106; Orig Type=IIn  ]",""
"5222","SN 2009nj","11:06:36.881","+34:19:51.60","SN IIn","","Anon.           ","","","","","","","","0","1","","18.8","","2009-12-17 00:00:00","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2101; PositionRef=CBET 2101; Orig Type=IIn  ]",""
"5187","SN 2009mb","09:11:09.199","+19:59:45.20","SN IIn","","Anon.           ","","","","","","","","0","1","","19","","2009-10-18 00:00:00","","[Discoverer=Christensen, Drake et al. (CRTS); DiscoveryRef=CBET 2059; PositionRef=CBET 2059; Orig Type=IIn  ]",""
"5186","SN 2009ma","08:28:58.200","-00:35:12.30","SN IIn","","Anon.           ","","","","","","","","0","1","","18.2","","2009-10-17 00:00:00","","[Discoverer=Christensen, Drake et al. (CRTS); DiscoveryRef=CBET 2059; PositionRef=CBET 2059; Orig Type=IIn  ]",""
"5145","SN 2009kn","08:09:43.039","-17:44:51.29","SN IIn","","MCG -03-21-6    ","","","","","","","","0","1","","16.6","","2009-10-26 00:00:00","","[Discoverer=Gagliano, Newton, Puckett; DiscoveryRef=CBET 1997; PositionRef=CBET 1997; Orig Type=IIn  ]",""
"5015","SN 2009fs","18:19:11.930","+42:48:21.82","SN IIn","","UGC 11205       ","","","","","","","","0","1","","17","","2009-06-01 00:00:00","","[Discoverer=Puckett, Gorelli; DiscoveryRef=CBET 1829; PositionRef=CBET 1829; Orig Type=IIn  ]",""
"4984","SN 2009eo","14:58:07.990","+02:26:03.30","SN IIn","","Anon.           ","","","","","","","","0","1","","18.1","","2009-05-13 00:00:00","","[Discoverer=Drake et al. (CTRS); DiscoveryRef=CBET 1801; PositionRef=CBET 1801; Orig Type=IIn  ]",""
"4938","SN 2009cw","15:05:01.970","+48:40:03.90","SN IIn","","Anon.           ","","","","","","","","0","1","","20.3","","2009-03-28 00:00:00","","[Discoverer=&quot;Palomar Transient Factory&quot; collaboration; DiscoveryRef=CBET 1754; PositionRef=CBET 1754; Orig Type=IIn  ]",""
"4882","SN 2009au","12:59:46.001","-29:36:07.49","SN IIn","","ESO 443-21      ","","","","","","","","0","1","","16.4","","2009-03-11 00:00:00","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 1719; PositionRef=CBET 1719; Orig Type=IIn  ]",""
"4843","SN 2008ja","23:44:12.821","+07:52:23.59","SN IIn","","Anon.           ","","","","","","","","0","1","","20.1","","2008-07-01 00:00:00","","[Discoverer=Catelan, Drake et al. (CRTS); DiscoveryRef=CBET 1936; PositionRef=CBET 1936; Orig Type=IIn  ]",""
"4840","SN 2008iy","16:08:37.229","+04:16:26.69","SN IIn","","Anon.           ","","","","","","","","0","1","","17.8","","2008-09-28 00:00:00","","[Discoverer=Catelan, Drake et al. (CRTS); DiscoveryRef=CBET 1780; PositionRef=CBET 1780; Orig Type=IIn  ]",""
"4831","SN 2008ip","12:57:50.201","+36:22:33.49","SN IIn","","NGC 4846        ","","","","","","","","0","1","","15.7","","2008-12-31 00:00:00","","[Discoverer=Kobayashi; DiscoveryRef=CBET 1641; PositionRef=CBET 1641; Orig Type=IIn  ]",""
"4774","SN 2008gm","23:14:12.391","-02:46:52.39","SN IIn","","NGC 7530        ","","","","","","","","0","1","","17","","2008-10-22 00:00:00","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 1549; PositionRef=CBET 1549; Orig Type=IIn  ]",""
"4721","SN 2008en","00:55:13.560","+35:26:26.20","SN IIn","","UGC 564         ","","","","","","","","0","1","","18.2","","2008-08-03 00:00:00","","[Discoverer=Boles; DiscoveryRef=CBET 1459; PositionRef=CBET 1459; Orig Type=IIn  ]",""
"4674","SN 2008cu","19:14:16.961","+53:43:50.48","SN IIn","","UGC 11419       ","","","","","","","","0","1","","18.7","","2008-06-01 00:00:00","","[Discoverer=LOSS; DiscoveryRef=CBET 1394; PositionRef=CBET 1394; Orig Type=IIn  ]",""
"4660","SN 2008cg","15:54:15.149","+10:58:25.00","SN IIn","","Anon.           ","","","","","","","","0","1","","16.7","","2008-05-05 00:00:00","","[Discoverer=Drake et al.; DiscoveryRef=CBET 1366; PositionRef=CBET 1366; Orig Type=IIn  ]",""
"4639","SN 2008bm","13:02:58.781","+10:30:27.00","SN IIn","","Anon.           ","","","","","","","","0","1","","17.4","","2008-03-29 00:00:00","","[Discoverer=Drake et al.; DiscoveryRef=CBET 1320; PositionRef=CBET 1320; Orig Type=IIn  ]",""
"4631","SN 2008be","14:27:48.710","+69:41:50.78","SN IIn","","NGC 5671        ","","","","","","","","0","1","","18.5","","2008-03-12 00:00:00","","[Discoverer=Chu, Li, Filippenko (LOSS); DiscoveryRef=CBET 1303; PositionRef=CBET 1303; Orig Type=IIn  ]",""
"4612","SN 2008am","12:28:36.250","+15:34:49.12","SN IIn","","Anon.           ","","","","","","","","0","1","","18.7","","2008-01-10 00:00:00","","[Discoverer=Yuan et al. (ROTSE); DiscoveryRef=CBET 1262; PositionRef=CBET 1262; Orig Type=IIn  ]",""
"4609","SN 2008aj","13:33:06.331","+33:08:58.99","SN IIn","","MCG +06-30-34   ","","","","","","","","0","1","","16.9","","2008-02-13 00:00:00","","[Discoverer=Boles; DiscoveryRef=CBET 1259; PositionRef=CBET 1259; Orig Type=IIn  ]",""
"4853","SN 2008S","20:34:45.350","+60:05:57.80","SN IIn","","NGC 6946        ","","","","","","","","0","1","","17.6","","2008-02-01 00:00:00","","[Discoverer=Arbour; DiscoveryRef=CBET 1234; PositionRef=CBET 1234; Orig Type=IIn? ]",""
"4842","SN 2008J","02:34:24.199","-10:50:38.51","SN IIn","","MCG -02-7-33    ","","","","","","","","0","1","","15.4","","2008-01-15 00:00:00","","[Discoverer=Thrasher, Li, Filippenko (LOSS); DiscoveryRef=CBET 1211; PositionRef=CBET 1211; Orig Type=IIn? ]",""
"4626","SN 2008B","15:02:43.649","+23:20:07.80","SN IIn","","NGC 5829        ","","","","","","","","0","1","","16.4","","2008-01-02 00:00:00","","[Discoverer=Itagaki; DiscoveryRef=CBET 1194; PositionRef=CBET 1194; Orig Type=IIn  ]",""
"4594","SN 2007va","14:26:23.239","+35:35:29.11","SN IIn","","Anon.           ","","","","","","","","0","1","","0","","2007-08-08 00:00:00","","[Discoverer=Kozlowski et al.; DiscoveryRef=CBET 2392; PositionRef=CBET 2392; Orig Type=IIn? ]",""
"4505","SN 2007rt","11:02:34.291","+50:34:58.51","SN IIn","","UGC 6109        ","","","","","","","","0","1","","16.8","","2007-11-24 00:00:00","","[Discoverer=Li (LOSS); DiscoveryRef=CBET 1148; PositionRef=CBET 1148; Orig Type=IIn  ]",""
"4442","SN 2007pk","01:31:47.069","+33:36:54.11","SN IIn","","NGC 579         ","","","","","","","","0","1","","17","","2007-11-10 00:00:00","","[Discoverer=Parisky, Li (LOSS); DiscoveryRef=CBET 1129; PositionRef=CBET 1129; Orig Type=IIn  ]",""
"4409","SN 2007oe","00:24:10.339","+00:46:30.22","SN IIn","","Anon.           ","","","","","","","","0","1","","21.6","","2007-09-22 00:00:00","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1117; PositionRef=CBET 1117; Orig Type=IIn  ]",""
"4401","SN 2007nx","00:03:48.360","+00:21:31.39","SN IIn","","Anon.           ","","","","","","","","0","1","","20.6","","2007-10-08 00:00:00","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1109; PositionRef=CBET 1109; Orig Type=IIn  ]",""
"4282","SN 2007jm","21:55:38.590","-00:10:36.30","SN IIn","","Anon.           ","","","","","","","","0","1","","20.5","","2007-09-03 00:00:00","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=IIn  ]",""
"4213","SN 2007gy","23:51:13.570","+11:25:18.91","SN IIn","","Anon.           ","","","","","","","","0","1","","18.5","","2007-08-19 00:00:00","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1043; PositionRef=CBET 1043; Orig Type=IIn  ]",""
"4184","SN 2007fw","15:21:09.139","+02:26:26.30","SN IIn","","Anon.           ","","","","","","","","0","1","","19.5","","2007-07-14 00:00:00","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1007; PositionRef=CBET 1007; Orig Type=IIn  ]",""
"4172","SN 2007fk","15:50:35.899","+43:46:32.92","SN IIn","","Anon.           ","","","","","","","","0","1","","19.6","","2007-07-08 00:00:00","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 996; PositionRef=CBET  996; Orig Type=IIn  ]",""
"4093","SN 2007cm","12:42:45.180","+55:08:57.08","SN IIn","","NGC 4644        ","","","","","","","","0","1","","16.1","","2007-05-24 00:00:00","","[Discoverer=Kloehr; DiscoveryRef=CBET 973; PositionRef=IAUC 8851; Orig Type=IIn  ]",""
"4055","SN 2007bb","07:01:07.459","+51:15:57.31","SN IIn","","UGC 3627        ","","","","","","","","0","1","","17.2","","2007-04-02 00:00:00","","[Discoverer=Joubert, Li (LOSS); DiscoveryRef=CBET 912; PositionRef=IAUC 8829; Orig Type=IIn  ]",""
"4037","SN 2007ak","05:20:40.750","+08:48:15.98","SN IIn","","UGC 3293        ","","","","","","","","0","1","","18.2","","2007-03-10 00:00:00","","[Discoverer=Madison, Li (LOSS); DiscoveryRef=CBET 875; PositionRef=IAUC 8822; Orig Type=IIn  ]",""
"4296","SN 2007K","09:14:26.210","+36:06:52.42","SN IIn","","MCG +06-20-50   ","","","","","","","","0","1","","17.2","","2007-01-16 00:00:00","","[Discoverer=Madison, Li (LOSS); DiscoveryRef=CBET 812; PositionRef=IAUC 8798; Orig Type=IIn  ]",""
"3994","SN 2006tf","12:46:15.821","+11:25:56.32","SN IIn","","Anon.           ","","","","","","","","0","1","","16.7","","2006-12-12 00:00:00","","[Discoverer=Quimby, Castro, Mondol; DiscoveryRef=CBET 793; PositionRef=CBET  793; Orig Type=IIn  ]",""
"3958","SN 2006rx","23:43:10.289","-20:40:53.69","SN IIn","","Anon.           ","","","","","","","","0","1","","19","","2006-11-17 00:00:00","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 768; PositionRef=CBET  768; Orig Type=IIn  ]",""
"3937","SN 2006rc","00:22:18.259","+27:53:19.90","SN IIn","","Anon.           ","","","","","","","","0","1","","19.8","","2006-10-24 00:00:00","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 768; PositionRef=CBET  768; Orig Type=IIn  ]",""
"3927","SN 2006qt","03:40:02.719","-04:34:18.70","SN IIn","","Anon.           ","","","","","","","","0","1","","18.9","","2006-10-11 00:00:00","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 768; PositionRef=CBET  768; Orig Type=IIn  ]",""
"3924","SN 2006qq","05:19:50.429","-20:58:06.38","SN IIn","","ESO 553-G36     ","","","","","","","","0","1","","17","","2006-11-30 00:00:00","","[Discoverer=Prasad, Li (LOSS); DiscoveryRef=CBET 766; PositionRef=CBET  766; Orig Type=IIn  ]",""
"3730","SN 2006jl","20:32:04.670","-00:34:28.31","SN IIn","","Anon.           ","","","","","","","","0","1","","19.8","","2006-09-29 00:00:00","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 680; PositionRef=CBET  680; Orig Type=IIn  ]",""
"3662","SN 2006gy","03:17:27.060","+41:24:19.51","SN IIn","","NGC 1260        ","","","","","","","","0","1","","15","","2006-09-18 00:00:00","","[Discoverer=Quimby; DiscoveryRef=CBET 644; PositionRef=IAUC 8754; Orig Type=IIn? ]",""
"3626","SN 2006fp","22:45:41.131","+73:09:47.81","SN IIn","","UGC 12182       ","","","","","","","","0","1","","17.7","","2006-09-17 00:00:00","","[Discoverer=Puckett, Gagliano; DiscoveryRef=CBET 625; PositionRef=IAUC 8750; Orig Type=IIn? ]",""
"3591","SN 2006eh","02:50:11.950","+47:03:20.48","SN IIn","","UGC 2308        ","","","","","","","","0","1","","18.2","","2006-08-20 00:00:00","","[Discoverer=LOSS; DiscoveryRef=CBET 600; PositionRef=IAUC 8741; Orig Type=IIn  ]",""
"3570","SN 2006dn","22:47:37.841","+39:52:46.81","SN IIn","0.017062","UGC 12188       ","","","ZTF","","","","","0","1","","17.8","","2006-07-05 00:00:00","","[Discoverer=LOSS; DiscoveryRef=CBET 571; PositionRef=IAUC 8728; Orig Type=Ib   ]",""
"3562","SN 2006df","21:49:57.670","+32:01:58.69","SN IIn","","Anon.           ","","","","","","","","0","1","","19.5","","2006-06-16 00:00:00","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 556; PositionRef=IAUC 8725; Orig Type=IIn  ]",""
"3559","SN 2006dc","16:16:04.039","-22:37:16.72","SN IIn","","IC 4596         ","","","","","","","","0","1","","17.8","","2006-06-18 00:00:00","","[Discoverer=LOSS; DiscoveryRef=CBET 549; PositionRef=IAUC 8723; Orig Type=IIn  ]",""
"3558","SN 2006db","11:55:38.690","+44:23:01.39","SN IIn","","Anon.           ","","","","","","","","0","1","","17.2","","2006-06-16 00:00:00","","[Discoverer=Quimby, Mondol; DiscoveryRef=CBET 548; PositionRef=IAUC 8723; Orig Type=IIn  ]",""
"3554","SN 2006cy","13:08:01.229","+26:06:59.00","SN IIn","","Anon.           ","","","","","","","","0","1","","17.2","","2006-06-09 00:00:00","","[Discoverer=Quimby, Mondol; DiscoveryRef=CBET 544; PositionRef=IAUC 8721; Orig Type=IIn  ]",""
"3551","SN 2006cv","14:47:47.830","+23:17:58.60","SN IIn","","Anon.           ","","","","","","","","0","1","","19.1","","2006-06-01 00:00:00","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 540; PositionRef=IAUC 8720; Orig Type=IIn  ]",""
"3550","SN 2006cu","14:47:43.310","+09:39:33.91","SN IIn","","Anon.           ","","","","","","","","0","1","","18.1","","2006-05-29 00:00:00","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 538; PositionRef=IAUC 8720; Orig Type=IIn  ]",""
